event_type,latitude,longitude,requires_road_closure,priority,status,corridor,zone,junction,resolution_minutes,planned_duration_minutes,hour_of_day,day_of_week,is_peak_hour,is_weekend,corridor_rank,junction_recurrence,event_cause_enc,veh_type_enc,zone_enc
unplanned,12.9237653,77.6185867,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9244873,77.6183078,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9238886,77.6186386,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9238886,77.6186386,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9238759,77.6186135,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9238208,77.6186519,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9237753,77.6186844,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9235861,77.6188269,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9235423,77.6188522,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9234202,77.6188619,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9230005,77.6192421,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9222922,77.619623,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9221576,77.6197995,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9736958,77.5500099,0,High,closed,West of Chord Road,West Zone 2,CholurpalyaJunction(MagadiRd),700.3774083333333,,5.0,5.0,0,1,158,2,11,7,9
unplanned,12.9251713,77.6197223,0,High,active,IRR(Thanisandra road),South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,90,45,5,10,7
unplanned,12.9255671,77.620152,0,High,active,IRR(Thanisandra road),South Zone 2,KoramangalaWaterTankJunc,700.3774083333333,,5.0,5.0,0,1,90,27,5,10,7
unplanned,12.9255671,77.620152,0,High,active,IRR(Thanisandra road),South Zone 2,KoramangalaWaterTankJunc,700.3774083333333,,5.0,5.0,0,1,90,27,5,10,7
unplanned,12.8911333,77.5939243,0,Low,closed,Non-corridor,South Zone 2,ArakereGateJunc,700.3774083333333,,5.0,5.0,0,1,2756,14,4,10,7
unplanned,12.9254757,77.6201648,0,High,active,IRR(Thanisandra road),South Zone 2,KoramangalaWaterTankJunc,700.3774083333333,,5.0,5.0,0,1,90,27,5,10,7
unplanned,12.9253932,77.620126,0,High,active,IRR(Thanisandra road),South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,90,45,5,10,7
unplanned,12.9252589,77.6193193,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9250243,77.6192333,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9246202,77.6183694,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9251232,77.6176912,0,High,active,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,5.0,5.0,0,1,274,45,5,10,7
unplanned,12.9255101,77.6173565,0,High,closed,Hosur Road,South Zone 2,AyyappaTempleJunc,700.3774083333333,,6.0,5.0,0,1,274,45,11,4,7
unplanned,12.9364705,77.5182299,0,High,closed,Mysore Road,West Zone 1,RajeshwariJunc,700.3774083333333,,6.0,5.0,0,1,629,21,11,4,8
unplanned,12.8730316,77.59432,0,High,closed,Bannerghata Road,South Zone 1,MeenakshiMallJunc,700.3774083333333,,7.0,5.0,1,1,196,8,11,7,6
unplanned,12.9853304,77.7526934,0,Low,closed,Non-corridor,East Zone 1,HopefarmJunction,700.3774083333333,,9.0,5.0,1,1,2756,9,11,6,2
unplanned,13.0131711,77.5837285,0,High,closed,Bellary Road 1,West Zone 2,MekhriCircle,700.3774083333333,,9.0,5.0,1,1,537,54,11,4,9
unplanned,13.0428512,77.590721,0,High,closed,Bellary Road 1,North Zone 1,HebbalFlyoverJunc,700.3774083333333,,11.0,5.0,0,1,537,27,3,10,4
unplanned,13.0292432,77.5405226,0,High,closed,Tumkur Road,West Zone 1,GoruguntepalyaJunc,700.3774083333333,,18.0,5.0,1,1,400,19,1,10,8
unplanned,12.9483033,77.5936751,0,Low,closed,Non-corridor,Central Zone 2,SiddapuraJunction,700.3774083333333,,19.0,5.0,1,1,2756,4,11,2,1
unplanned,12.9770258,77.57439,0,Low,closed,Non-corridor,Central Zone 2,EliteJunc,700.3774083333333,,21.0,5.0,0,1,2756,5,11,1,1
unplanned,12.9549201,77.5445121,0,High,closed,Mysore Road,West Zone 2,SatteliteBusStandJunc,700.3774083333333,,22.0,5.0,0,1,629,37,11,7,9
unplanned,12.893588,77.5989032,0,High,closed,Bannerghata Road,South Zone 2,ArakereGateJunc,700.3774083333333,,22.0,5.0,0,1,196,14,11,1,7
unplanned,12.9766497,77.6006059,0,High,closed,Old Madras Road,Central Zone 1,AnilKumbleCircle,700.3774083333333,,22.0,5.0,0,1,241,7,11,6,0
unplanned,12.9980438,77.5528186,0,High,closed,West of Chord Road,West Zone 2,NavarangTheatreJunction,700.3774083333333,,23.0,5.0,0,1,158,4,11,1,9
unplanned,12.998122,77.5527276,0,High,closed,West of Chord Road,West Zone 1,NavarangTheatreJunction,700.3774083333333,,23.0,5.0,0,1,158,4,11,1,8
unplanned,12.9981203,77.5527235,0,High,closed,West of Chord Road,West Zone 1,NavarangTheatreJunction,700.3774083333333,,23.0,5.0,0,1,158,4,11,1,8
unplanned,13.0177844,77.5596465,0,High,closed,Tumkur Road,West Zone 2,MS RamaiahJunc(TollGate),700.3774083333333,,0.0,6.0,0,1,400,9,5,10,9
unplanned,13.040181,77.5182591,0,High,closed,Tumkur Road,North Zone 2,JalahalliCross(SM Circle),700.3774083333333,,0.0,6.0,0,1,400,30,1,10,5
unplanned,12.9509307,77.6233046,0,Low,closed,Non-corridor,Central Zone 1,BucheryJunction,700.3774083333333,,1.0,6.0,0,1,2756,10,9,10,0
unplanned,13.04366,77.5564883,0,High,closed,ORR North 2,North Zone 2,BEL Circle,700.3774083333333,,1.0,6.0,0,1,166,22,4,10,5
unplanned,12.95574528,77.71852208,0,High,closed,Varthur Road,East Zone 1,KundanahalliGateJunc,700.3774083333333,,5.0,6.0,0,1,68,10,11,1,2
unplanned,12.9159184,77.6230582,0,High,closed,ORR East 1,South Zone 2,SilkBoardJunc,700.3774083333333,,1.0,6.0,0,1,223,30,11,1,7
unplanned,12.9513236,77.4994628,1,Low,closed,Non-corridor,West Zone 1,RingRoad-UllalJunction,700.3774083333333,,2.0,6.0,0,1,2756,7,11,1,8
unplanned,12.9993662,77.5713043,0,Low,closed,Non-corridor,West Zone 2,KCG HospitalJunction,700.3774083333333,,2.0,6.0,0,1,2756,1,4,10,9
unplanned,13.0271111,77.633527,0,High,closed,Airport New South Road,North Zone 1,HennurRoad-ORR Junc,700.3774083333333,,2.0,6.0,0,1,62,15,11,2,4
unplanned,13.0344285,77.5302631,0,High,closed,Tumkur Road,West Zone 1,SRS Peenya Junc,700.3774083333333,,3.0,6.0,0,1,400,19,11,5,8
unplanned,13.0343816,77.5303494,0,High,closed,Tumkur Road,West Zone 1,SRS Peenya Junc,700.3774083333333,,3.0,6.0,0,1,400,19,11,5,8
unplanned,13.1218981,77.6109722,0,High,closed,Bellary Road 2,North Zone 2,BagalurCrossJunc,700.3774083333333,,3.0,6.0,0,1,329,22,4,10,5
unplanned,13.0783123,77.5921644,0,High,closed,Bellary Road 2,North Zone 1,YelhankaBypass,700.3774083333333,,3.0,6.0,0,1,329,13,11,6,4
unplanned,13.0176124,77.5598964,0,High,closed,Tumkur Road,West Zone 2,MS RamaiahJunc(TollGate),700.3774083333333,,4.0,6.0,0,1,400,9,11,1,9
unplanned,12.9531077,77.5417642,0,High,closed,Mysore Road,West Zone 2,SatteliteBusStandJunc,700.3774083333333,,5.0,6.0,0,1,629,37,11,3,9
unplanned,12.9796588,77.613821,0,Low,active,Non-corridor,Central Zone 2,DickensonRd-AdigasJunc,700.3774083333333,,5.0,6.0,0,1,2756,1,4,10,1
unplanned,12.9708113,77.6046352,0,High,closed,Mysore Road,Central Zone 1,AshirwadamCircle,700.3774083333333,,6.0,6.0,0,1,629,5,11,7,0
unplanned,12.9654566,77.5848874,0,High,closed,Mysore Road,Central Zone 2,TownhallJunction,700.3774083333333,,6.0,6.0,0,1,629,24,11,6,1
unplanned,13.0174853,77.5841862,0,High,closed,Bellary Road 1,North Zone 2,MekhriCircle,700.3774083333333,,6.0,6.0,0,1,537,54,11,6,5
unplanned,12.986545,77.64728037,1,High,closed,Old Madras Road,Central Zone 1,OldMadrasRd-NGEF Junc,700.3774083333333,,19.0,6.0,1,1,241,8,11,9,0
unplanned,12.9758261,77.5869087,0,Low,closed,Non-corridor,Central Zone 2,K R Circle,700.3774083333333,,19.0,6.0,1,1,2756,27,11,2,1
unplanned,12.8910067,77.6383517,0,High,closed,Hosur Road,South Zone 2,Kudlu Gate Junc,700.3774083333333,,20.0,6.0,1,1,274,6,11,5,7
unplanned,13.0117764,77.5544196,0,High,closed,West of Chord Road,West Zone 1,Dr RajkumarRd-10thCrossRdJunc,700.3774083333333,,21.0,6.0,0,1,158,4,11,3,8
unplanned,12.9668949,77.5881611,0,High,closed,Mysore Road,Central Zone 2,UlsoorGateJunc,700.3774083333333,,21.0,6.0,0,1,629,9,11,6,1
unplanned,12.9830203,77.5923225,0,High,closed,CBD 2,Central Zone 2,PoliceTimmaiahCircle(GPO),700.3774083333333,,22.0,6.0,0,1,94,13,11,5,1
unplanned,13.037647,77.5228461,0,High,closed,Tumkur Road,West Zone 1,PeenyaPoliceStation,700.3774083333333,,4.0,0.0,0,0,400,11,11,7,8
unplanned,13.0954983,77.5943299,0,High,closed,Bellary Road 2,North Zone 2,YelhankaCircle,700.3774083333333,,5.0,0.0,0,0,329,26,11,5,5
unplanned,12.9507677,77.623429,0,Low,active,Non-corridor,South Zone 2,BucheryJunction,700.3774083333333,,6.0,0.0,0,0,2756,10,4,10,7
unplanned,12.9875168,77.5196853,0,High,closed,Magadi Road,West Zone 1,Sumanhalli,700.3774083333333,,7.0,0.0,1,0,215,15,11,1,8
unplanned,12.9345488,77.609821,0,High,closed,Hosur Road,South Zone 2,Marigowda-TavarkereRdJunc,700.3774083333333,,7.0,0.0,1,0,274,11,11,1,7
unplanned,12.983283,77.6033745,0,Low,closed,Non-corridor,Central Zone 2,Shivajinagar(BRV)Junction,700.3774083333333,,7.0,0.0,1,0,2756,13,11,1,1
unplanned,12.980467,77.5732257,0,Low,closed,Non-corridor,Central Zone 2,AnandRaoJunction,700.3774083333333,,8.0,0.0,1,0,2756,7,11,6,1
unplanned,12.9128351,77.485156,0,High,closed,Mysore Road,West Zone 1,MysoreRd--MadhuPetrolBunkJunction,700.3774083333333,,9.0,0.0,1,0,629,4,11,1,8
unplanned,13.0311401,77.5355559,0,High,closed,Tumkur Road,West Zone 1,GokuldasImagesJunc,700.3774083333333,,17.0,0.0,1,0,400,26,11,2,8
unplanned,12.9537877,77.5427674,0,High,closed,Mysore Road,West Zone 2,SatteliteBusStandJunc,700.3774083333333,,19.0,0.0,1,0,629,37,11,1,9
unplanned,12.9791825,77.5852059,0,Low,closed,Non-corridor,Central Zone 2,CID-CarltonHouseJunc,700.3774083333333,,19.0,0.0,1,0,2756,8,11,2,1
unplanned,12.93798831,77.69940685,0,Low,closed,Non-corridor,East Zone 1,Kadubeesanahalli-ORR Junc,700.3774083333333,,19.0,0.0,1,0,2756,11,11,9,2
unplanned,12.8892407,77.639971,0,High,closed,Hosur Road,South Zone 2,Kudlu Gate Junc,700.3774083333333,,19.0,0.0,1,0,274,6,4,10,7
unplanned,13.1257833,77.6128,0,High,closed,Bellary Road 2,North Zone 2,BagalurCrossJunc,700.3774083333333,,20.0,0.0,1,0,329,22,11,2,5
unplanned,13.0013268,77.6119897,1,Low,closed,Non-corridor,North Zone 1,PotteryCircle,700.3774083333333,,20.0,0.0,1,0,2756,4,11,1,4
planned,13.0169614,77.5604211,0,High,closed,Tumkur Road,West Zone 2,MS RamaiahJunc(TollGate),700.3774083333333,700.3774083333333,20.0,0.0,1,0,400,9,3,10,9
unplanned,12.9522166,77.5408844,0,High,closed,Mysore Road,West Zone 2,KIMCO Junction,700.3774083333333,,20.0,0.0,1,0,629,27,11,1,9
unplanned,12.9764205,77.5991521,0,High,closed,Old Madras Road,Central Zone 1,QueensStatueCircle,700.3774083333333,,21.0,0.0,0,0,241,8,11,2,0
unplanned,12.9060618,77.5856503,0,High,active,ORR West 1,South Zone 1,JP Nagar 15th cross junction,700.3774083333333,,21.0,0.0,0,0,140,6,5,10,6
unplanned,13.0544417,77.5930777,0,High,closed,Bellary Road 1,North Zone 1,KodigehalliCross,700.3774083333333,,21.0,0.0,0,0,537,11,11,9,4
unplanned,12.9167997,77.5949354,0,Low,active,Non-corridor,South Zone 1,28thMainJayanagarJunc,700.3774083333333,,22.0,0.0,0,0,2756,6,5,10,6
unplanned,12.9063758,77.6294866,0,High,closed,Hosur Road,South Zone 2,Bommanahalli,700.3774083333333,,23.0,0.0,0,0,274,24,11,9,7
unplanned,12.9289379,77.6003008,0,High,closed,Bannerghata Road,Central Zone 2,SagarHospitalJunc,700.3774083333333,,23.0,0.0,0,0,196,5,11,1,1
unplanned,12.9515671,77.6213778,0,Low,active,Non-corridor,Central Zone 1,BucheryJunction,700.3774083333333,,0.0,1.0,0,0,2756,10,5,10,0
unplanned,12.9289166,77.600397,0,High,closed,Bannerghata Road,Central Zone 2,SagarHospitalJunc,700.3774083333333,,23.0,0.0,0,0,196,5,11,1,1
unplanned,12.9290681,77.6003272,0,High,closed,Bannerghata Road,Central Zone 2,SagarHospitalJunc,700.3774083333333,,0.0,1.0,0,0,196,5,11,1,1
unplanned,13.0397379,77.5185149,0,High,closed,Tumkur Road,West Zone 1,JalahalliCross(SM Circle),700.3774083333333,,1.0,1.0,0,0,400,30,11,3,8
unplanned,12.9462213,77.5954317,0,Low,closed,Non-corridor,Central Zone 2,WilsonGarden10thCrossJunc,700.3774083333333,,1.0,1.0,0,0,2756,5,11,2,1
unplanned,13.0403758,77.518198,0,High,closed,Tumkur Road,North Zone 2,JalahalliCross(SM Circle),700.3774083333333,,2.0,1.0,0,0,400,30,11,1,5
planned,12.9730328,77.5391616,0,High,closed,West of Chord Road,West Zone 2,VijayanagarBusStandJunction,5.945583333333333,5.945583333333333,3.0,1.0,0,0,158,5,8,10,9
unplanned,13.0835218,77.5940989,0,High,closed,Bellary Road 2,North Zone 1,YelhankaBypass,700.3774083333333,,3.0,1.0,0,0,329,13,1,10,4
unplanned,13.017155,77.6602635,0,High,closed,ORR North 1,East Zone 2,RamamurthyNagarJunction,700.3774083333333,,3.0,1.0,0,0,239,9,11,2,3
planned,12.9836352,77.5773592,0,Low,closed,Non-corridor,Central Zone 2,SubbannaJunction,88.96836666666667,88.96836666666667,4.0,1.0,0,0,2756,9,3,10,1
unplanned,12.959235,77.603915,0,High,closed,Hosur Road,Central Zone 1,CMP GateJunc,700.3774083333333,,4.0,1.0,0,0,274,18,11,5,0
unplanned,13.0711139,77.5924861,0,High,closed,Bellary Road 2,North Zone 1,JakkurCrossJunction,700.3774083333333,,4.0,1.0,0,0,329,16,11,4,4
unplanned,13.0705405,77.6365085,0,High,closed,Hennur Main Road,North Zone 1,"Narayanapura cross, Hegde nagar",700.3774083333333,,4.0,1.0,0,0,68,3,1,10,4
unplanned,12.9165708,77.6017595,0,High,closed,Bannerghata Road,South Zone 2,JayadevaHospitalJunc,700.3774083333333,,5.0,1.0,0,0,196,8,11,1,7
unplanned,12.9930435,77.5955639,0,Low,closed,Non-corridor,Central Zone 2,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),700.3774083333333,,5.0,1.0,0,0,2756,6,11,1,1
unplanned,12.9850716,77.5728682,0,Low,closed,Non-corridor,Central Zone 2,KrishnaFlourMill,700.3774083333333,,5.0,1.0,0,0,2756,14,11,3,1
unplanned,13.2643753,77.7178939,0,Low,closed,Non-corridor,unknown,NandiCross(RaniCross),700.3774083333333,,5.0,1.0,0,0,2756,2,11,9,10
unplanned,13.006697,77.5790373,0,Low,closed,Non-corridor,West Zone 2,BhashyamCircle-SadashivNagar,700.3774083333333,,5.0,1.0,0,0,2756,4,11,1,9
unplanned,12.9519068,77.605028,0,High,closed,Hosur Road,Central Zone 1,AnepalyaJunc,700.3774083333333,,5.0,1.0,0,0,274,6,11,8,0
unplanned,12.9849653,77.5556492,0,Low,closed,Non-corridor,West Zone 2,BhashyamCircle,700.3774083333333,,6.0,1.0,0,0,2756,3,11,3,9
planned,12.9161461,77.6328869,1,High,closed,ORR East 1,South Zone 2,5thMainHSR,1.05055,1.05055,6.0,1.0,0,0,223,2,3,10,7
unplanned,12.9580289,77.641463,0,High,closed,Old Airport Road,Central Zone 1,DomlurWaterTank,700.3774083333333,,6.0,1.0,0,0,61,10,11,1,0
unplanned,12.9888638,77.5085497,0,High,closed,Magadi Road,West Zone 1,Srigandakaval,700.3774083333333,,6.0,1.0,0,0,215,13,4,10,8
unplanned,12.8925403,77.5987305,0,High,closed,Bannerghata Road,South Zone 2,ArakereGateJunc,700.3774083333333,,7.0,1.0,1,0,196,14,11,4,7
unplanned,12.9632575,77.5847532,0,High,closed,Mysore Road,Central Zone 2,TownhallJunction,700.3774083333333,,7.0,1.0,1,0,629,24,11,1,1
unplanned,12.9847078,77.6456367,0,High,closed,Old Madras Road,Central Zone 1,OldMadrasRd-80FeetRdJunc,700.3774083333333,,7.0,1.0,1,0,241,8,11,7,0
unplanned,13.0113039,77.6987685,0,Low,closed,Non-corridor,East Zone 2,Devasandra(k r puram),700.3774083333333,,9.0,1.0,1,0,2756,29,11,9,3
unplanned,13.0144394,77.5838724,0,High,closed,Bellary Road 1,West Zone 2,MekhriCircle,700.3774083333333,,18.0,1.0,1,0,537,54,11,2,9
unplanned,12.9590598,77.5558196,0,High,closed,Mysore Road,Central Zone 2,BangaloreBodyBuildersJunc,700.3774083333333,,18.0,1.0,1,0,629,14,11,5,1
unplanned,12.9377126,77.5210857,1,High,closed,Mysore Road,West Zone 1,RajeshwariJunc,700.3774083333333,,19.0,1.0,1,0,629,21,11,2,8
unplanned,13.122859,77.6107018,0,High,closed,Bellary Road 2,North Zone 2,BagalurCrossJunc,700.3774083333333,,19.0,1.0,1,0,329,22,11,2,5
unplanned,12.9146239,77.6247056,0,High,closed,ORR East 1,South Zone 2,SilkBoardJunc,700.3774083333333,,19.0,1.0,1,0,223,30,11,6,7
unplanned,12.980341,77.5717396,0,Low,closed,Non-corridor,Central Zone 2,KhodaysCircle(DV UrsCircle),700.3774083333333,,21.0,1.0,0,0,2756,18,11,6,1
unplanned,12.9582488,77.5547261,0,High,closed,Mysore Road,Central Zone 2,BangaloreBodyBuildersJunc,700.3774083333333,,21.0,1.0,0,0,629,14,11,2,1
unplanned,12.9802782,77.5718032,0,Low,closed,Non-corridor,Central Zone 2,KhodaysCircle(DV UrsCircle),700.3774083333333,,21.0,1.0,0,0,2756,18,11,6,1
unplanned,12.9910701,77.6570574,0,High,active,Old Madras Road,Central Zone 1,BigBazaarJunction(OldMadrasRd),700.3774083333333,,21.0,1.0,0,0,241,26,4,10,0
unplanned,13.0373812,77.6273298,0,High,closed,ORR North 1,North Zone 1,Nagavara-ORR Junction,700.3774083333333,,19.0,2.0,1,0,239,29,11,4,4
unplanned,13.035305,77.5275093,0,High,closed,Tumkur Road,West Zone 1,SRS Peenya Junc,700.3774083333333,,21.0,1.0,0,0,400,19,11,7,8
unplanned,12.9756365,77.5404412,0,High,closed,West of Chord Road,West Zone 2,PuttammaChoultryNagarbhavi,700.3774083333333,,22.0,1.0,0,0,158,1,11,2,9
unplanned,13.0375218,77.5227216,0,High,closed,Tumkur Road,West Zone 1,PeenyaPoliceStation,700.3774083333333,,0.0,2.0,0,0,400,11,11,4,8
unplanned,12.9208567,77.6651001,0,High,closed,ORR East 1,East Zone 1,IbblurJunction',700.3774083333333,,19.0,1.0,1,0,223,13,1,10,2
unplanned,12.9837139,77.592678,0,High,closed,CBD 2,Central Zone 2,PoliceTimmaiahCircle(GPO),700.3774083333333,,1.0,2.0,0,0,94,13,4,10,1
unplanned,12.9383656,77.5216191,0,High,closed,Mysore Road,West Zone 1,RajeshwariJunc,700.3774083333333,,2.0,2.0,0,0,629,21,11,2,8
unplanned,12.9586717,77.5931683,0,Low,closed,Non-corridor,Central Zone 2,BMTCJunction-K H Road,700.3774083333333,,3.0,2.0,0,0,2756,8,11,1,1
unplanned,13.0976447,77.5912615,0,Low,resolved,Non-corridor,North Zone 2,YelhankaCircle,700.3774083333333,,6.0,2.0,0,0,2756,26,11,1,5
unplanned,12.9799069,77.5726695,1,Low,active,Non-corridor,Central Zone 2,KhodaysCircle(DV UrsCircle),700.3774083333333,,6.0,2.0,0,0,2756,18,5,10,1
unplanned,12.9793739,77.6021749,0,High,closed,Old Madras Road,Central Zone 2,Shivajinagar(BRV)Junction,700.3774083333333,,6.0,2.0,0,0,241,13,11,4,1
unplanned,13.0145744,77.5731244,1,Low,closed,Non-corridor,West Zone 2,SadashivnagarJunc,700.3774083333333,,9.0,2.0,1,0,2756,13,11,6,9
unplanned,13.0145282,77.5731371,1,Low,closed,Non-corridor,West Zone 2,SadashivnagarJunc,700.3774083333333,,19.0,2.0,1,0,2756,13,11,6,9
unplanned,13.0374095,77.6273374,0,High,closed,ORR North 1,North Zone 1,Nagavara-ORR Junction,700.3774083333333,,19.0,2.0,1,0,239,29,11,4,4
unplanned,13.0373806,77.6273317,0,High,closed,ORR North 1,North Zone 1,Nagavara-ORR Junction,700.3774083333333,,19.0,2.0,1,0,239,29,11,4,4
unplanned,12.9637808,77.5840201,0,High,closed,Mysore Road,Central Zone 2,TownhallJunction,700.3774083333333,,19.0,2.0,1,0,629,24,11,9,1
unplanned,12.957596,77.6057847,0,High,closed,Hosur Road,Central Zone 1,CMP GateJunc,700.3774083333333,,19.0,2.0,1,0,274,18,11,9,0
unplanned,13.0436637,77.5578221,0,High,closed,ORR North 2,North Zone 1,BEL Circle,700.3774083333333,,21.0,2.0,0,0,166,22,11,7,4
unplanned,13.0403782,77.5179997,0,High,closed,Tumkur Road,North Zone 2,JalahalliCross(SM Circle),700.3774083333333,,21.0,2.0,0,0,400,30,11,7,5
unplanned,12.9061052,77.5732456,0,High,closed,ORR West 1,South Zone 1,KanakapuraRd-RingRdJunction,700.3774083333333,,21.0,2.0,0,0,140,9,11,7,6
unplanned,13.103938,77.6005304,0,High,closed,Bellary Road 2,North Zone 2,KogilluCrossJunc,700.3774083333333,,21.0,2.0,0,0,329,13,1,10,5
unplanned,12.9380022,77.6978036,0,High,closed,ORR East 1,East Zone 1,Kadubeesanahalli-ORR Junc,700.3774083333333,,22.0,2.0,0,0,223,11,13,10,2
unplanned,12.9928238,77.6096432,1,Low,active,Non-corridor,North Zone 1,ColesParkJunc,700.3774083333333,,22.0,2.0,0,0,2756,1,4,10,4
unplanned,12.9935392,77.5957784,0,Low,closed,Non-corridor,Central Zone 2,ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),700.3774083333333,,22.0,2.0,0,0,2756,6,11,1,1
unplanned,12.9815094,77.6310739,0,High,closed,Old Madras Road,Central Zone 1,AnjaneyaTempleJunc,700.3774083333333,,23.0,2.0,0,0,241,3,11,4,0
unplanned,12.9820774,77.5700018,1,Low,closed,Non-corridor,Central Zone 2,PlatformRdJunction,700.3774083333333,,0.0,3.0,0,0,2756,6,11,4,1
unplanned,12.9810524,77.5707182,0,Low,closed,Non-corridor,Central Zone 2,PlatformRdJunction,700.3774083333333,,0.0,3.0,0,0,2756,6,11,4,1
unplanned,12.9810524,77.5707182,0,Low,closed,Non-corridor,Central Zone 2,PlatformRdJunction,700.3774083333333,,0.0,3.0,0,0,2756,6,11,5,1
unplanned,12.9442984,77.5272484,0,High,closed,ORR West 1,West Zone 1,MysoreRd-RingRdJunc(Nayandanahallii),700.3774083333333,,0.0,3.0,0,0,140,17,4,10,8
unplanned,12.9328783,77.6882517,0,High,closed,ORR East 1,East Zone 1,Deverabeesanahalli-ORR Junc,700.3774083333333,,3.0,3.0,0,0,223,15,11,7,2
unplanned,12.9832675,77.5746214,0,Low,closed,Non-corridor,Central Zone 2,AnandRaoJunction,700.3774083333333,,4.0,3.0,0,0,2756,7,11,1,1
unplanned,12.9709443,77.587546,0,Low,closed,Non-corridor,Central Zone 2,PoliceCornerJunc,700.3774083333333,,4.0,3.0,0,0,2756,18,11,8,1
unplanned,12.9603057,77.5875364,0,Low,closed,Non-corridor,Central Zone 2,PurnimaTheaterJunc,700.3774083333333,,5.0,3.0,0,0,2756,8,11,4,1
unplanned,12.915295,77.6235295,0,High,active,ORR East 1,South Zone 2,SilkBoardJunc,700.3774083333333,,5.0,3.0,0,0,223,30,4,10,7
unplanned,12.9666565,77.5948157,0,High,closed,Mysore Road,Central Zone 2,Richmond circle jn,700.3774083333333,,5.0,3.0,0,0,629,8,11,7,1
unplanned,12.9696616,77.5847414,0,Low,closed,Non-corridor,Central Zone 2,PoliceCornerJunc,700.3774083333333,,6.0,3.0,0,0,2756,18,11,3,1
unplanned,12.9677185,77.5867701,0,High,closed,Mysore Road,Central Zone 2,PoliceCornerJunc,700.3774083333333,,6.0,3.0,0,0,629,18,11,1,1
unplanned,12.9371547,77.6271567,0,High,closed,IRR(Thanisandra road),South Zone 2,SonyworldJunction,700.3774083333333,,7.0,3.0,1,0,90,3,11,1,7
unplanned,13.038844,77.5204107,0,High,closed,Tumkur Road,West Zone 1,PeenyaPoliceStation,700.3774083333333,,8.0,3.0,1,0,400,11,1,10,8
unplanned,12.9572866,77.551329,0,High,closed,Mysore Road,Central Zone 2,toll gate mysore road,700.3774083333333,,18.0,3.0,1,0,629,31,11,6,1
unplanned,12.957458,77.5516367,0,High,closed,Mysore Road,Central Zone 2,toll gate mysore road,700.3774083333333,,18.0,3.0,1,0,629,31,11,6,1
unplanned,12.9574666,77.5513906,0,High,closed,Mysore Road,Central Zone 2,toll gate mysore road,700.3774083333333,,19.0,3.0,1,0,629,31,11,6,1
unplanned,12.9572533,77.5515533,0,High,closed,Mysore Road,Central Zone 2,toll gate mysore road,700.3774083333333,,19.0,3.0,1,0,629,31,11,6,1
unplanned,12.9614516,77.6355409,0,Low,closed,Non-corridor,Central Zone 1,DomlurWaterTank,700.3774083333333,,19.0,3.0,1,0,2756,10,11,5,0
unplanned,12.9483534,77.5797302,0,Low,closed,Non-corridor,Central Zone 2,LalbaghWestGate,700.3774083333333,,19.0,3.0,1,0,2756,1,11,2,1
